trial,burned_percentage
1, 0.24
2, 0.47
3, 0.24
4, 0.94
5, 0.71
6, 0.47
7, 1.18
8, 1.18
9, 1.41
10, 0.24
11, 0.94
12, 1.18
13, 1.65
14, 2.12
15, 0.47
16, 0.24
17, 0.94
18, 0.71
19, 0.47
20, 0.24
21, 0.47
22, 3.06
23, 0.24
24, 0.47
25, 0.71
26, 1.65
27, 0.47
28, 0.71
29, 3.29
30, 0.71
31, 1.41
32, 2.82
33, 1.88
34, 0.94
35, 0.47
36, 2.59
37, 0.24
38, 0.47
39, 1.18
40, 0.24
41, 0.24
42, 0.71
43, 0.47
44, 0.24
45, 0.47
46, 0.94
47, 0.24
48, 0.71
49, 0.71
50, 2.35
51, 0.94
52, 0.24
53, 4.00
54, 1.65
55, 0.24
56, 0.24
57, 1.41
58, 2.82
59, 0.47
60, 1.18
61, 2.59
62, 0.71
63, 0.24
64, 0.24
65, 0.94
66, 0.47
67, 0.24
68, 0.94
69, 2.59
70, 0.94
71, 1.18
72, 1.41
73, 1.65
74, 0.47
75, 2.12
76, 0.47
77, 0.94
78, 0.24
79, 1.88
80, 0.47
81, 1.18
82, 1.18
83, 1.88
84, 1.41
85, 1.88
86, 1.88
87, 0.24
88, 2.59
89, 3.29
90, 5.88
91, 2.35
92, 2.82
93, 1.18
94, 0.24
95, 0.94
96, 0.47
