trial,burned_percentage
1, 0.74
2, 1.04
3, 1.19
4, 0.15
5, 0.44
6, 1.33
7, 3.56
8, 6.81
9, 0.15
10, 1.04
11, 1.04
12, 0.59
13, 1.33
14, 0.44
15, 0.89
16, 2.52
17, 0.74
18, 3.11
19, 2.37
20, 0.59
21, 1.19
22, 2.22
23, 1.19
24, 0.15
25, 0.59
26, 2.07
27, 3.85
28, 0.30
29, 4.74
30, 4.00
31, 2.22
32, 0.89
33, 2.52
34, 4.00
35, 1.93
36, 4.30
37, 0.44
38, 0.44
39, 1.93
40, 0.30
41, 2.96
42, 0.59
43, 0.59
44, 1.19
45, 0.15
46, 1.93
47, 2.07
48, 3.26
49, 1.48
50, 0.44
51, 2.07
52, 3.26
53, 3.85
54, 1.19
55, 1.04
56, 1.63
57, 1.04
58, 2.07
59, 1.04
60, 0.74
61, 3.56
62, 6.81
63, 0.74
64, 2.22
65, 2.37
66, 0.59
67, 2.81
68, 1.48
69, 0.15
70, 0.44
71, 1.78
72, 1.33
73, 1.33
74, 1.19
75, 2.37
76, 1.19
77, 0.44
78, 2.96
79, 0.30
80, 3.70
81, 1.04
82, 0.30
83, 1.33
84, 0.44
85, 6.37
86, 0.15
87, 0.15
88, 1.19
89, 3.26
90, 2.52
91, 2.67
92, 2.37
93, 0.59
94, 3.26
95, 1.78
96, 0.89
