trial,burned_percentage
1, 92.83
2, 97.00
3, 96.92
4, 91.92
5, 96.00
6, 95.17
7, 91.50
8, 96.83
9, 96.92
10, 87.83
11, 0.83
12, 93.58
13, 96.33
14, 91.25
15, 91.83
16, 91.83
17, 94.17
18, 87.67
19, 96.25
20, 96.83
21, 96.58
22, 97.25
23, 91.75
24, 95.42
25, 96.00
26, 93.25
27, 95.83
28, 96.00
29, 92.92
30, 89.67
31, 95.25
32, 95.83
33, 89.08
34, 94.08
35, 92.08
36, 86.00
37, 90.83
38, 93.92
39, 94.17
40, 93.83
41, 90.83
42, 2.75
43, 92.33
44, 73.08
45, 91.92
46, 96.25
47, 94.08
48, 96.92
49, 97.25
50, 94.17
51, 3.50
52, 71.92
53, 93.00
54, 96.42
55, 83.08
56, 96.75
57, 98.17
58, 97.50
59, 91.83
60, 91.08
61, 95.17
62, 88.75
63, 96.50
64, 96.50
65, 95.58
66, 96.08
67, 92.08
68, 90.00
69, 92.58
70, 95.08
71, 92.50
72, 92.08
73, 95.83
74, 97.25
75, 93.50
76, 90.58
77, 93.67
78, 94.58
79, 3.67
80, 93.83
81, 80.58
82, 93.33
83, 95.83
84, 97.17
85, 95.75
86, 96.92
87, 95.58
88, 86.83
89, 88.67
90, 95.50
91, 97.67
92, 88.33
93, 95.33
94, 96.92
95, 86.17
96, 94.58
