trial,burned_percentage
1, 99.16
2, 99.74
3, 99.87
4, 99.81
5, 99.81
6, 99.48
7, 99.74
8, 100.00
9, 99.81
10, 99.94
11, 99.55
12, 100.00
13, 99.87
14, 99.55
15, 100.00
16, 100.00
17, 99.61
18, 99.35
19, 0.45
20, 99.68
21, 99.81
22, 99.94
23, 99.61
24, 99.16
25, 99.68
26, 99.55
27, 99.61
28, 99.68
29, 99.87
30, 99.81
31, 99.94
32, 99.94
33, 99.74
34, 99.81
35, 99.81
36, 99.87
37, 99.81
38, 99.87
39, 99.74
40, 99.87
41, 99.94
42, 99.68
43, 99.74
44, 99.74
45, 99.81
46, 100.00
47, 99.48
48, 98.58
49, 0.06
50, 99.55
51, 99.23
52, 99.61
53, 99.87
54, 99.94
55, 99.68
56, 99.68
57, 99.74
58, 99.68
59, 99.29
60, 99.81
61, 99.68
62, 99.94
63, 99.94
64, 99.48
65, 99.48
66, 99.10
67, 99.74
68, 98.52
69, 99.87
70, 99.55
71, 99.61
72, 99.81
73, 99.68
74, 99.48
75, 99.87
76, 99.94
77, 99.81
78, 99.74
79, 99.61
80, 99.61
81, 99.10
82, 99.81
83, 99.42
84, 99.87
85, 99.16
86, 99.87
87, 99.81
88, 99.61
89, 99.81
90, 99.61
91, 99.42
92, 99.74
93, 99.68
94, 99.87
95, 99.61
96, 99.87
