trial,burned_percentage
1, 0.33
2, 5.78
3, 1.00
4, 0.33
5, 18.67
6, 29.11
7, 2.33
8, 3.11
9, 0.56
10, 5.78
11, 1.78
12, 6.11
13, 5.67
14, 6.33
15, 3.67
16, 2.22
17, 0.44
18, 34.22
19, 10.78
20, 68.11
21, 19.33
22, 26.78
23, 7.89
24, 0.67
25, 4.33
26, 4.00
27, 15.33
28, 5.67
29, 0.11
30, 23.11
31, 0.78
32, 0.33
33, 6.44
34, 18.00
35, 1.33
36, 17.56
37, 2.67
38, 1.67
39, 26.67
40, 0.33
41, 7.00
42, 23.33
43, 12.22
44, 10.00
45, 7.56
46, 0.56
47, 27.89
48, 1.78
49, 18.56
50, 8.67
51, 1.33
52, 0.22
53, 14.56
54, 9.89
55, 38.44
56, 2.11
57, 1.44
58, 0.44
59, 8.33
60, 8.44
61, 27.78
62, 1.22
63, 23.00
64, 0.11
65, 0.89
66, 18.11
67, 21.67
68, 26.78
69, 22.44
70, 0.67
71, 16.89
72, 9.89
73, 5.67
74, 1.89
75, 23.00
76, 0.56
77, 1.44
78, 18.00
79, 1.56
80, 6.89
81, 13.33
82, 3.56
83, 0.11
84, 31.78
85, 20.78
86, 49.56
87, 18.22
88, 6.56
89, 6.89
90, 1.89
91, 0.56
92, 17.89
93, 21.33
94, 2.00
95, 16.11
96, 2.67
