trial,burned_percentage
1, 19.18
2, 6.46
3, 32.21
4, 4.92
5, 0.21
6, 0.82
7, 30.36
8, 15.18
9, 48.92
10, 51.18
11, 0.10
12, 3.38
13, 44.41
14, 0.82
15, 29.95
16, 36.31
17, 3.90
18, 49.23
19, 40.21
20, 44.10
21, 10.36
22, 55.90
23, 41.74
24, 45.03
25, 27.79
26, 4.31
27, 2.46
28, 8.10
29, 59.69
30, 23.08
31, 0.62
32, 61.44
33, 0.10
34, 44.00
35, 0.51
36, 63.08
37, 33.13
38, 28.31
39, 11.28
40, 14.46
41, 1.54
42, 19.49
43, 24.00
44, 45.95
45, 35.38
46, 15.90
47, 1.13
48, 2.05
49, 0.41
50, 20.62
51, 9.13
52, 3.49
53, 15.69
54, 54.77
55, 4.92
56, 25.64
57, 18.56
58, 3.18
59, 8.21
60, 4.72
61, 4.41
62, 4.00
63, 1.23
64, 59.59
65, 38.56
66, 0.10
67, 12.51
68, 0.82
69, 62.56
70, 28.31
71, 10.46
72, 0.31
73, 7.28
74, 39.49
75, 53.23
76, 58.56
77, 4.92
78, 42.15
79, 2.46
80, 25.64
81, 54.87
82, 5.44
83, 5.03
84, 22.87
85, 60.00
86, 61.54
87, 8.51
88, 0.21
89, 1.54
90, 2.97
91, 39.59
92, 12.00
93, 9.74
94, 54.77
95, 24.92
96, 41.44
