trial,burned_percentage
1, 86.67
2, 85.51
3, 76.18
4, 2.31
5, 68.80
6, 93.87
7, 82.31
8, 88.09
9, 84.80
10, 59.20
11, 82.58
12, 35.47
13, 86.76
14, 0.27
15, 88.00
16, 77.60
17, 4.62
18, 89.69
19, 88.00
20, 86.84
21, 76.09
22, 93.07
23, 92.27
24, 87.73
25, 89.69
26, 85.69
27, 81.42
28, 95.11
29, 89.42
30, 1.42
31, 77.69
32, 85.51
33, 3.47
34, 7.47
35, 1.60
36, 86.22
37, 42.58
38, 0.44
39, 82.93
40, 92.27
41, 30.58
42, 88.18
43, 89.24
44, 91.47
45, 49.51
46, 90.84
47, 42.04
48, 90.58
49, 74.22
50, 93.51
51, 44.89
52, 82.22
53, 61.16
54, 83.38
55, 90.40
56, 77.69
57, 82.76
58, 93.78
59, 96.27
60, 91.56
61, 71.91
62, 56.89
63, 88.89
64, 11.20
65, 10.04
66, 84.09
67, 90.76
68, 52.27
69, 90.58
70, 80.18
71, 93.07
72, 74.84
73, 31.56
74, 84.18
75, 75.02
76, 92.36
77, 95.82
78, 0.27
79, 94.13
80, 68.62
81, 0.53
82, 78.93
83, 75.02
84, 86.13
85, 92.27
86, 87.38
87, 83.73
88, 90.49
89, 92.89
90, 93.60
91, 89.33
92, 90.76
93, 82.22
94, 33.60
95, 90.93
96, 90.22
