trial,burned_percentage
1, 0.17
2, 2.83
3, 2.17
4, 1.50
5, 0.50
6, 0.67
7, 0.33
8, 0.17
9, 2.33
10, 4.17
11, 0.17
12, 0.50
13, 0.17
14, 0.33
15, 0.67
16, 0.33
17, 0.17
18, 1.33
19, 2.17
20, 6.50
21, 0.50
22, 0.17
23, 0.83
24, 2.83
25, 4.67
26, 1.50
27, 2.67
28, 0.67
29, 1.83
30, 0.50
31, 1.00
32, 1.50
33, 2.67
34, 1.67
35, 1.67
36, 0.17
37, 3.33
38, 2.83
39, 1.00
40, 3.83
41, 1.33
42, 0.67
43, 0.17
44, 0.67
45, 0.17
46, 7.00
47, 0.17
48, 3.33
49, 6.17
50, 0.33
51, 0.17
52, 2.67
53, 2.00
54, 0.17
55, 1.33
56, 6.83
57, 0.17
58, 1.00
59, 1.33
60, 1.67
61, 0.67
62, 3.33
63, 6.33
64, 0.83
65, 1.33
66, 0.83
67, 0.17
68, 7.17
69, 1.00
70, 2.17
71, 0.17
72, 1.67
73, 0.50
74, 4.17
75, 2.00
76, 0.17
77, 1.00
78, 2.00
79, 6.50
80, 3.50
81, 0.83
82, 0.33
83, 0.17
84, 2.33
85, 0.50
86, 0.33
87, 2.00
88, 0.50
89, 0.83
90, 0.50
91, 2.00
92, 1.67
93, 1.67
94, 0.17
95, 1.67
96, 0.83
