trial,burned_percentage
1, 1.10
2, 0.97
3, 0.83
4, 6.34
5, 13.79
6, 0.55
7, 1.10
8, 3.03
9, 2.21
10, 1.24
11, 0.97
12, 2.21
13, 4.97
14, 3.45
15, 15.03
16, 0.97
17, 2.34
18, 2.34
19, 0.55
20, 1.10
21, 0.97
22, 2.48
23, 1.38
24, 0.69
25, 0.28
26, 0.83
27, 0.28
28, 5.52
29, 0.14
30, 0.41
31, 2.48
32, 1.66
33, 0.14
34, 0.41
35, 0.28
36, 0.69
37, 0.14
38, 3.86
39, 10.21
40, 5.24
41, 0.41
42, 0.28
43, 3.72
44, 1.24
45, 0.28
46, 4.28
47, 0.55
48, 3.17
49, 0.69
50, 6.76
51, 1.24
52, 1.24
53, 1.52
54, 0.41
55, 2.76
56, 1.52
57, 1.24
58, 4.83
59, 0.28
60, 0.28
61, 1.38
62, 1.10
63, 0.28
64, 9.66
65, 4.55
66, 4.97
67, 4.41
68, 0.69
69, 0.14
70, 5.10
71, 5.93
72, 1.93
73, 4.83
74, 16.83
75, 8.97
76, 0.14
77, 2.48
78, 1.24
79, 0.14
80, 0.97
81, 2.07
82, 1.66
83, 0.41
84, 2.07
85, 1.79
86, 2.76
87, 0.55
88, 6.21
89, 1.52
90, 1.10
91, 0.69
92, 0.28
93, 4.00
94, 3.72
95, 0.14
96, 1.24
