trial,burned_percentage
1, 99.39
2, 99.39
3, 99.80
4, 99.46
5, 99.25
6, 99.59
7, 98.98
8, 99.19
9, 100.00
10, 99.25
11, 99.66
12, 99.86
13, 99.59
14, 99.25
15, 99.32
16, 99.93
17, 99.93
18, 99.46
19, 99.19
20, 99.12
21, 99.19
22, 99.66
23, 99.19
24, 99.80
25, 99.05
26, 99.12
27, 99.80
28, 99.19
29, 99.39
30, 99.73
31, 100.00
32, 99.32
33, 99.25
34, 99.59
35, 98.71
36, 99.59
37, 99.53
38, 97.83
39, 98.98
40, 99.80
41, 99.66
42, 99.39
43, 99.25
44, 99.73
45, 97.90
46, 98.98
47, 99.66
48, 99.19
49, 99.32
50, 99.25
51, 99.39
52, 99.59
53, 98.98
54, 99.86
55, 99.59
56, 98.64
57, 99.73
58, 99.39
59, 98.58
60, 99.32
61, 99.73
62, 99.12
63, 99.86
64, 99.80
65, 99.59
66, 99.46
67, 99.19
68, 99.39
69, 99.46
70, 99.53
71, 99.53
72, 99.73
73, 99.66
74, 99.59
75, 99.66
76, 98.24
77, 99.66
78, 99.05
79, 99.19
80, 99.32
81, 97.02
82, 99.73
83, 99.25
84, 99.73
85, 98.98
86, 99.59
87, 99.12
88, 99.53
89, 99.93
90, 99.80
91, 99.93
92, 99.66
93, 99.73
94, 99.46
95, 99.80
96, 99.59
