trial,burned_percentage
1, 0.57
2, 1.14
3, 1.14
4, 0.57
5, 1.14
6, 0.57
7, 1.71
8, 1.14
9, 0.57
10, 0.57
11, 1.71
12, 1.71
13, 1.14
14, 0.57
15, 1.14
16, 0.57
17, 0.57
18, 1.14
19, 0.57
20, 0.57
21, 0.57
22, 0.57
23, 0.57
24, 0.57
25, 1.14
26, 0.57
27, 1.14
28, 1.14
29, 1.14
30, 0.57
31, 4.57
32, 1.71
33, 0.57
34, 1.71
35, 0.57
36, 0.57
37, 1.14
38, 0.57
39, 1.14
40, 0.57
41, 0.57
42, 0.57
43, 1.71
44, 1.71
45, 0.57
46, 0.57
47, 0.57
48, 1.14
49, 1.71
50, 0.57
51, 0.57
52, 3.43
53, 2.86
54, 1.14
55, 1.71
56, 0.57
57, 1.14
58, 1.14
59, 1.71
60, 0.57
61, 1.14
62, 0.57
63, 1.14
64, 1.14
65, 0.57
66, 0.57
67, 0.57
68, 0.57
69, 4.00
70, 0.57
71, 0.57
72, 0.57
73, 1.14
74, 2.29
75, 1.14
76, 0.57
77, 1.14
78, 2.86
79, 0.57
80, 1.14
81, 0.57
82, 2.29
83, 0.57
84, 1.71
85, 1.14
86, 0.57
87, 0.57
88, 0.57
89, 0.57
90, 0.57
91, 0.57
92, 5.71
93, 1.14
94, 0.57
95, 0.57
96, 0.57
