trial,burned_percentage
1, 100.00
2, 99.84
3, 99.95
4, 99.89
5, 100.00
6, 99.95
7, 99.89
8, 99.95
9, 100.00
10, 100.00
11, 100.00
12, 100.00
13, 100.00
14, 99.95
15, 100.00
16, 100.00
17, 99.78
18, 99.95
19, 100.00
20, 100.00
21, 100.00
22, 100.00
23, 100.00
24, 100.00
25, 100.00
26, 100.00
27, 100.00
28, 100.00
29, 100.00
30, 99.95
31, 99.84
32, 100.00
33, 99.95
34, 100.00
35, 100.00
36, 99.89
37, 99.95
38, 100.00
39, 99.95
40, 99.34
41, 100.00
42, 99.95
43, 100.00
44, 100.00
45, 99.78
46, 100.00
47, 100.00
48, 99.95
49, 100.00
50, 100.00
51, 99.95
52, 100.00
53, 100.00
54, 100.00
55, 100.00
56, 99.95
57, 100.00
58, 99.95
59, 99.89
60, 100.00
61, 100.00
62, 99.95
63, 99.95
64, 99.95
65, 100.00
66, 100.00
67, 99.95
68, 100.00
69, 99.95
70, 99.95
71, 99.51
72, 100.00
73, 100.00
74, 100.00
75, 99.56
76, 100.00
77, 100.00
78, 100.00
79, 100.00
80, 100.00
81, 99.89
82, 100.00
83, 100.00
84, 100.00
85, 99.89
86, 100.00
87, 100.00
88, 100.00
89, 100.00
90, 100.00
91, 100.00
92, 99.95
93, 100.00
94, 100.00
95, 99.89
96, 100.00
