trial,burned_percentage
1, 1.33
2, 1.33
3, 1.33
4, 2.67
5, 2.67
6, 1.33
7, 1.33
8, 1.33
9, 1.33
10, 2.67
11, 1.33
12, 4.00
13, 1.33
14, 2.67
15, 1.33
16, 1.33
17, 2.67
18, 1.33
19, 2.67
20, 1.33
21, 1.33
22, 1.33
23, 1.33
24, 1.33
25, 2.67
26, 2.67
27, 1.33
28, 1.33
29, 1.33
30, 1.33
31, 1.33
32, 1.33
33, 1.33
34, 1.33
35, 1.33
36, 4.00
37, 1.33
38, 1.33
39, 1.33
40, 1.33
41, 1.33
42, 1.33
43, 1.33
44, 4.00
45, 1.33
46, 1.33
47, 1.33
48, 1.33
49, 1.33
50, 1.33
51, 1.33
52, 1.33
53, 1.33
54, 2.67
55, 1.33
56, 2.67
57, 1.33
58, 1.33
59, 1.33
60, 1.33
61, 1.33
62, 1.33
63, 1.33
64, 2.67
65, 1.33
66, 1.33
67, 1.33
68, 1.33
69, 1.33
70, 1.33
71, 2.67
72, 2.67
73, 1.33
74, 1.33
75, 1.33
76, 1.33
77, 1.33
78, 1.33
79, 4.00
80, 1.33
81, 1.33
82, 1.33
83, 1.33
84, 1.33
85, 1.33
86, 1.33
87, 2.67
88, 2.67
89, 1.33
90, 1.33
91, 4.00
92, 1.33
93, 2.67
94, 1.33
95, 1.33
96, 1.33
