trial,burned_percentage
1, 99.77
2, 99.83
3, 100.00
4, 100.00
5, 99.83
6, 100.00
7, 99.94
8, 99.83
9, 100.00
10, 100.00
11, 99.83
12, 100.00
13, 100.00
14, 99.88
15, 100.00
16, 100.00
17, 99.88
18, 99.83
19, 100.00
20, 99.77
21, 99.88
22, 99.71
23, 99.83
24, 100.00
25, 99.88
26, 100.00
27, 99.94
28, 99.94
29, 99.83
30, 99.94
31, 100.00
32, 100.00
33, 100.00
34, 100.00
35, 99.77
36, 100.00
37, 100.00
38, 100.00
39, 100.00
40, 100.00
41, 99.88
42, 99.71
43, 100.00
44, 100.00
45, 100.00
46, 99.54
47, 100.00
48, 100.00
49, 99.77
50, 99.77
51, 99.07
52, 99.77
53, 99.94
54, 99.94
55, 100.00
56, 99.88
57, 100.00
58, 99.88
59, 99.94
60, 100.00
61, 99.88
62, 99.71
63, 99.94
64, 99.94
65, 100.00
66, 100.00
67, 99.94
68, 99.94
69, 100.00
70, 99.88
71, 99.94
72, 100.00
73, 99.94
74, 99.88
75, 100.00
76, 100.00
77, 99.77
78, 100.00
79, 99.83
80, 99.83
81, 99.94
82, 100.00
83, 99.94
84, 100.00
85, 100.00
86, 99.94
87, 100.00
88, 100.00
89, 99.88
90, 99.94
91, 100.00
92, 99.88
93, 100.00
94, 99.77
95, 99.94
96, 100.00
