trial,burned_percentage
1, 100.00
2, 100.00
3, 100.00
4, 99.89
5, 100.00
6, 100.00
7, 100.00
8, 100.00
9, 100.00
10, 100.00
11, 100.00
12, 100.00
13, 100.00
14, 99.78
15, 100.00
16, 99.94
17, 100.00
18, 99.94
19, 100.00
20, 100.00
21, 99.94
22, 100.00
23, 99.83
24, 100.00
25, 100.00
26, 99.94
27, 100.00
28, 100.00
29, 99.89
30, 100.00
31, 100.00
32, 99.94
33, 100.00
34, 99.89
35, 99.94
36, 100.00
37, 100.00
38, 99.94
39, 99.89
40, 99.83
41, 100.00
42, 100.00
43, 100.00
44, 100.00
45, 100.00
46, 100.00
47, 100.00
48, 99.94
49, 100.00
50, 99.89
51, 99.94
52, 100.00
53, 100.00
54, 100.00
55, 99.89
56, 99.94
57, 99.94
58, 100.00
59, 99.89
60, 100.00
61, 100.00
62, 99.89
63, 99.83
64, 99.89
65, 100.00
66, 100.00
67, 99.94
68, 100.00
69, 99.89
70, 100.00
71, 100.00
72, 99.94
73, 99.94
74, 99.94
75, 99.89
76, 100.00
77, 100.00
78, 100.00
79, 99.94
80, 100.00
81, 100.00
82, 100.00
83, 100.00
84, 100.00
85, 100.00
86, 99.94
87, 100.00
88, 100.00
89, 100.00
90, 100.00
91, 100.00
92, 100.00
93, 99.94
94, 99.94
95, 99.89
96, 100.00
