trial,burned_percentage
1, 0.12
2, 3.06
3, 0.47
4, 1.06
5, 1.18
6, 4.94
7, 0.82
8, 0.47
9, 0.71
10, 4.24
11, 0.24
12, 18.35
13, 0.12
14, 16.71
15, 6.12
16, 9.76
17, 0.59
18, 0.24
19, 0.35
20, 0.12
21, 5.65
22, 2.12
23, 3.18
24, 10.71
25, 4.12
26, 5.18
27, 5.76
28, 0.94
29, 0.12
30, 5.41
31, 4.71
32, 0.59
33, 1.88
34, 10.24
35, 3.65
36, 7.65
37, 3.41
38, 1.06
39, 1.76
40, 36.47
41, 8.12
42, 1.65
43, 10.00
44, 7.06
45, 3.18
46, 0.94
47, 3.18
48, 3.65
49, 8.24
50, 0.59
51, 1.53
52, 26.59
53, 7.18
54, 4.94
55, 21.53
56, 11.18
57, 7.29
58, 17.53
59, 0.94
60, 16.82
61, 13.18
62, 9.06
63, 2.94
64, 11.53
65, 0.71
66, 0.71
67, 8.35
68, 0.12
69, 1.29
70, 10.47
71, 12.47
72, 1.65
73, 34.12
74, 7.06
75, 15.41
76, 0.35
77, 3.41
78, 2.47
79, 3.53
80, 9.76
81, 1.41
82, 2.00
83, 1.76
84, 4.82
85, 2.00
86, 2.12
87, 2.12
88, 5.76
89, 12.35
90, 4.47
91, 3.53
92, 4.59
93, 6.59
94, 6.47
95, 10.35
96, 5.29
