trial,burned_percentage
1, 0.16
2, 0.64
3, 0.64
4, 0.16
5, 0.48
6, 1.12
7, 1.44
8, 1.92
9, 0.32
10, 3.52
11, 0.16
12, 2.08
13, 0.64
14, 0.64
15, 0.64
16, 0.80
17, 1.76
18, 0.32
19, 0.48
20, 0.96
21, 0.16
22, 0.96
23, 0.16
24, 0.32
25, 0.48
26, 0.32
27, 0.64
28, 0.80
29, 1.76
30, 0.48
31, 0.16
32, 1.28
33, 1.60
34, 1.60
35, 0.16
36, 0.16
37, 0.32
38, 0.80
39, 2.88
40, 0.16
41, 2.40
42, 4.48
43, 1.28
44, 0.64
45, 5.12
46, 0.96
47, 0.64
48, 0.80
49, 0.32
50, 1.44
51, 0.80
52, 0.32
53, 0.32
54, 0.32
55, 2.40
56, 0.64
57, 2.24
58, 4.96
59, 1.60
60, 2.56
61, 2.40
62, 1.92
63, 0.32
64, 0.96
65, 2.08
66, 3.68
67, 0.64
68, 0.96
69, 1.12
70, 2.56
71, 0.16
72, 0.32
73, 3.36
74, 0.16
75, 1.12
76, 0.16
77, 2.88
78, 3.52
79, 0.32
80, 2.88
81, 0.96
82, 2.72
83, 0.32
84, 2.08
85, 0.96
86, 1.12
87, 0.64
88, 0.64
89, 0.80
90, 2.24
91, 0.32
92, 6.08
93, 0.32
94, 1.28
95, 1.12
96, 0.32
