trial,burned_percentage
1, 0.17
2, 10.78
3, 86.17
4, 70.17
5, 43.04
6, 88.52
7, 0.09
8, 91.57
9, 89.13
10, 90.70
11, 86.70
12, 95.57
13, 88.87
14, 86.26
15, 92.17
16, 78.26
17, 93.83
18, 6.09
19, 90.17
20, 93.83
21, 82.35
22, 91.91
23, 2.17
24, 94.87
25, 93.13
26, 86.70
27, 93.83
28, 0.96
29, 94.78
30, 87.22
31, 93.30
32, 90.61
33, 0.17
34, 91.30
35, 87.74
36, 94.70
37, 96.26
38, 92.43
39, 71.39
40, 87.48
41, 82.78
42, 1.39
43, 28.52
44, 91.22
45, 8.78
46, 0.35
47, 94.17
48, 79.30
49, 3.22
50, 88.96
51, 93.57
52, 82.43
53, 93.48
54, 83.04
55, 96.09
56, 76.43
57, 83.83
58, 91.65
59, 93.57
60, 94.87
61, 94.78
62, 91.30
63, 81.83
64, 88.78
65, 91.74
66, 95.22
67, 83.39
68, 76.87
69, 94.35
70, 75.91
71, 0.26
72, 56.78
73, 0.17
74, 93.39
75, 88.87
76, 91.57
77, 90.09
78, 88.17
79, 92.17
80, 93.57
81, 0.43
82, 90.52
83, 93.74
84, 93.48
85, 82.52
86, 96.43
87, 90.00
88, 85.04
89, 28.87
90, 79.74
91, 82.52
92, 91.30
93, 1.30
94, 92.70
95, 90.61
96, 88.78
