trial,burned_percentage
1, 4.00
2, 4.00
3, 4.00
4, 4.00
5, 4.00
6, 4.00
7, 4.00
8, 4.00
9, 4.00
10, 4.00
11, 4.00
12, 8.00
13, 4.00
14, 4.00
15, 4.00
16, 4.00
17, 4.00
18, 4.00
19, 4.00
20, 8.00
21, 4.00
22, 4.00
23, 4.00
24, 8.00
25, 4.00
26, 4.00
27, 4.00
28, 8.00
29, 4.00
30, 4.00
31, 4.00
32, 4.00
33, 4.00
34, 4.00
35, 4.00
36, 4.00
37, 4.00
38, 12.00
39, 4.00
40, 4.00
41, 4.00
42, 4.00
43, 4.00
44, 4.00
45, 4.00
46, 4.00
47, 4.00
48, 4.00
49, 4.00
50, 4.00
51, 4.00
52, 4.00
53, 4.00
54, 4.00
55, 4.00
56, 4.00
57, 4.00
58, 4.00
59, 4.00
60, 4.00
61, 4.00
62, 4.00
63, 4.00
64, 4.00
65, 4.00
66, 4.00
67, 4.00
68, 4.00
69, 4.00
70, 4.00
71, 4.00
72, 4.00
73, 4.00
74, 8.00
75, 4.00
76, 4.00
77, 4.00
78, 4.00
79, 4.00
80, 4.00
81, 4.00
82, 4.00
83, 4.00
84, 8.00
85, 4.00
86, 4.00
87, 4.00
88, 4.00
89, 8.00
90, 4.00
91, 4.00
92, 4.00
93, 4.00
94, 4.00
95, 4.00
96, 4.00
