trial,burned_percentage
1, 0.80
2, 0.40
3, 0.40
4, 7.20
5, 0.40
6, 0.40
7, 0.80
8, 0.80
9, 1.20
10, 0.40
11, 0.80
12, 0.40
13, 0.40
14, 0.40
15, 0.80
16, 0.80
17, 1.20
18, 0.40
19, 0.40
20, 0.80
21, 1.20
22, 0.40
23, 0.80
24, 1.60
25, 0.40
26, 1.20
27, 0.80
28, 1.20
29, 0.40
30, 0.80
31, 0.80
32, 0.40
33, 2.00
34, 0.40
35, 0.40
36, 1.60
37, 0.40
38, 0.40
39, 0.40
40, 0.40
41, 0.40
42, 0.40
43, 1.20
44, 0.40
45, 1.20
46, 0.40
47, 1.20
48, 0.40
49, 0.40
50, 0.40
51, 0.40
52, 0.40
53, 2.00
54, 0.40
55, 1.20
56, 0.80
57, 0.40
58, 0.40
59, 0.80
60, 2.00
61, 0.40
62, 0.40
63, 0.80
64, 0.40
65, 0.80
66, 1.20
67, 0.80
68, 1.60
69, 1.20
70, 0.40
71, 0.80
72, 0.80
73, 0.40
74, 0.40
75, 0.40
76, 0.40
77, 0.40
78, 0.40
79, 0.40
80, 0.40
81, 0.40
82, 0.80
83, 0.40
84, 0.40
85, 1.20
86, 0.40
87, 0.80
88, 0.80
89, 0.80
90, 1.20
91, 0.80
92, 0.40
93, 0.80
94, 1.20
95, 0.40
96, 0.40
