trial,burned_percentage
1, 0.32
2, 0.42
3, 14.95
4, 5.26
5, 2.21
6, 3.26
7, 22.32
8, 30.53
9, 0.74
10, 6.21
11, 3.79
12, 28.42
13, 19.16
14, 27.89
15, 21.47
16, 32.53
17, 2.00
18, 2.42
19, 24.74
20, 15.37
21, 42.21
22, 9.68
23, 43.58
24, 14.53
25, 3.37
26, 5.37
27, 5.79
28, 24.53
29, 51.05
30, 42.74
31, 22.00
32, 4.95
33, 53.05
34, 6.63
35, 43.37
36, 3.47
37, 16.84
38, 28.32
39, 0.32
40, 0.53
41, 35.05
42, 62.74
43, 38.42
44, 11.37
45, 2.53
46, 21.58
47, 1.79
48, 0.53
49, 9.26
50, 5.47
51, 30.84
52, 18.32
53, 19.47
54, 2.21
55, 0.11
56, 1.68
57, 31.37
58, 3.26
59, 40.32
60, 0.74
61, 13.89
62, 20.00
63, 6.53
64, 34.11
65, 33.79
66, 2.63
67, 42.00
68, 52.74
69, 1.47
70, 3.05
71, 5.79
72, 0.84
73, 10.84
74, 38.95
75, 27.58
76, 0.11
77, 11.79
78, 44.42
79, 25.58
80, 14.63
81, 8.53
82, 26.21
83, 29.16
84, 31.26
85, 6.84
86, 29.37
87, 51.79
88, 1.37
89, 31.26
90, 15.79
91, 53.37
92, 5.05
93, 4.63
94, 42.95
95, 15.05
96, 49.37
