trial,burned_percentage
1, 99.64
2, 99.00
3, 99.43
4, 98.79
5, 99.29
6, 99.14
7, 99.36
8, 99.29
9, 99.64
10, 99.50
11, 99.14
12, 99.21
13, 99.71
14, 99.00
15, 99.00
16, 99.14
17, 0.29
18, 99.29
19, 99.43
20, 99.29
21, 98.93
22, 98.86
23, 99.29
24, 99.36
25, 97.86
26, 99.14
27, 98.86
28, 97.43
29, 97.64
30, 99.64
31, 97.86
32, 99.71
33, 99.21
34, 99.50
35, 98.93
36, 99.79
37, 97.71
38, 99.79
39, 99.14
40, 99.29
41, 99.00
42, 99.71
43, 98.79
44, 99.07
45, 98.79
46, 97.43
47, 98.79
48, 98.21
49, 98.86
50, 99.36
51, 98.50
52, 98.86
53, 99.43
54, 99.00
55, 99.14
56, 99.79
57, 96.29
58, 99.21
59, 98.71
60, 93.07
61, 99.07
62, 99.36
63, 99.14
64, 97.86
65, 98.21
66, 98.43
67, 98.64
68, 99.07
69, 95.43
70, 99.21
71, 97.50
72, 97.79
73, 97.36
74, 98.86
75, 99.43
76, 99.50
77, 97.93
78, 99.71
79, 96.43
80, 99.64
81, 98.86
82, 99.86
83, 98.79
84, 99.36
85, 98.79
86, 99.36
87, 99.43
88, 99.43
89, 99.07
90, 99.00
91, 98.64
92, 99.29
93, 98.93
94, 99.57
95, 98.86
96, 99.14
