trial,burned_percentage
1, 100.00
2, 100.00
3, 100.00
4, 100.00
5, 100.00
6, 100.00
7, 100.00
8, 99.89
9, 99.53
10, 99.95
11, 100.00
12, 100.00
13, 100.00
14, 100.00
15, 100.00
16, 100.00
17, 100.00
18, 100.00
19, 100.00
20, 100.00
21, 99.95
22, 99.95
23, 100.00
24, 100.00
25, 100.00
26, 100.00
27, 100.00
28, 100.00
29, 100.00
30, 100.00
31, 99.89
32, 100.00
33, 100.00
34, 100.00
35, 100.00
36, 100.00
37, 100.00
38, 100.00
39, 100.00
40, 100.00
41, 100.00
42, 100.00
43, 100.00
44, 99.95
45, 100.00
46, 100.00
47, 100.00
48, 100.00
49, 100.00
50, 100.00
51, 100.00
52, 100.00
53, 100.00
54, 100.00
55, 100.00
56, 100.00
57, 99.89
58, 99.89
59, 100.00
60, 99.68
61, 99.84
62, 100.00
63, 99.89
64, 100.00
65, 100.00
66, 100.00
67, 100.00
68, 100.00
69, 99.95
70, 100.00
71, 100.00
72, 100.00
73, 100.00
74, 100.00
75, 100.00
76, 99.95
77, 99.89
78, 100.00
79, 100.00
80, 99.95
81, 100.00
82, 100.00
83, 100.00
84, 100.00
85, 99.89
86, 99.89
87, 99.95
88, 100.00
89, 100.00
90, 99.95
91, 100.00
92, 100.00
93, 100.00
94, 100.00
95, 100.00
96, 100.00
