trial,burned_percentage
1, 0.36
2, 0.36
3, 1.27
4, 4.91
5, 0.55
6, 1.64
7, 2.55
8, 1.09
9, 0.36
10, 4.73
11, 0.55
12, 2.00
13, 2.18
14, 0.73
15, 0.73
16, 0.18
17, 0.55
18, 0.18
19, 2.73
20, 0.91
21, 1.64
22, 0.18
23, 1.45
24, 2.00
25, 0.36
26, 0.55
27, 1.82
28, 0.36
29, 0.36
30, 3.27
31, 1.09
32, 0.18
33, 2.36
34, 0.55
35, 1.64
36, 0.55
37, 1.45
38, 0.55
39, 2.91
40, 0.73
41, 3.09
42, 1.45
43, 2.73
44, 0.18
45, 4.36
46, 0.73
47, 2.18
48, 0.73
49, 1.09
50, 0.18
51, 0.55
52, 0.73
53, 0.55
54, 0.73
55, 2.91
56, 0.18
57, 0.91
58, 3.82
59, 3.09
60, 0.18
61, 0.36
62, 0.18
63, 1.09
64, 1.27
65, 0.36
66, 1.27
67, 1.09
68, 1.09
69, 1.45
70, 1.09
71, 0.55
72, 0.55
73, 0.55
74, 3.27
75, 0.73
76, 0.18
77, 0.73
78, 0.36
79, 4.36
80, 1.09
81, 0.55
82, 0.36
83, 0.36
84, 0.36
85, 0.18
86, 1.64
87, 0.36
88, 0.73
89, 1.27
90, 0.36
91, 0.55
92, 1.09
93, 0.55
94, 3.27
95, 0.18
96, 1.09
