trial,burned_percentage
1, 0.19
2, 1.71
3, 2.48
4, 1.33
5, 0.57
6, 0.19
7, 0.19
8, 0.38
9, 0.95
10, 1.14
11, 0.38
12, 0.38
13, 0.19
14, 2.86
15, 0.19
16, 0.76
17, 0.57
18, 6.10
19, 1.71
20, 0.95
21, 2.29
22, 2.86
23, 0.76
24, 0.19
25, 0.19
26, 0.57
27, 0.38
28, 0.95
29, 1.14
30, 0.57
31, 0.19
32, 0.95
33, 2.48
34, 2.48
35, 0.38
36, 1.14
37, 0.38
38, 0.38
39, 0.19
40, 0.38
41, 0.57
42, 0.19
43, 2.29
44, 0.19
45, 0.19
46, 0.76
47, 0.19
48, 0.19
49, 0.95
50, 0.76
51, 0.19
52, 0.19
53, 1.71
54, 0.95
55, 0.57
56, 0.19
57, 3.24
58, 1.52
59, 0.76
60, 1.90
61, 1.71
62, 5.14
63, 0.19
64, 0.19
65, 0.19
66, 0.76
67, 0.19
68, 0.19
69, 0.57
70, 0.57
71, 0.95
72, 0.57
73, 0.19
74, 0.57
75, 1.90
76, 0.38
77, 0.19
78, 4.38
79, 0.19
80, 3.24
81, 0.95
82, 3.62
83, 2.29
84, 2.10
85, 0.19
86, 4.95
87, 1.14
88, 2.10
89, 0.38
90, 0.57
91, 2.29
92, 1.14
93, 1.33
94, 1.90
95, 0.38
96, 1.52
